2017-09-22 08:00:00+02;79;1301.42726176;11.872825833620269
2017-10-02 08:00:00+02;328;1451.82108788;0
2017-10-02 20:01:00+02;565;1393.56265039;0
2017-10-02 23:02:00+02;607;1156.0161711;10.825556270588077
2017-10-03 06:03:00+02;200;1305.92300954;0
2017-10-03 08:04:00+02;465;1146.38440161;11.375542642956702
2017-10-04 08:05:00+02;519;1378.10426684;0
2017-10-04 09:06:00+02;234;1351.4084017;0
2017-10-05 05:07:00+02;97;1113.72510649;7.524395985384972
2017-10-08 15:08:00+02;103;1429.1652706;0
2017-10-08 20:09:00+02;291;1355.17033933;0
2017-10-15 15:10:00+11;384;1419.08228726;0
