15
2017-09-22 08:00:00+02;1;1316.55638366;1.6549519818354352
2017-10-08 08:00:00+02;4;1273.2363113;4.545649612333199
2017-10-08 08:01:00+02;61;1286.68372186;0
2017-10-08 08:02:00+02;10;1237.80440481;8.185960815664709
2017-10-08 08:02:30+02;60;1527.98329495;0
2017-10-08 08:03:00+02;86;1294.43952461;0
2017-10-08 08:04:00+02;81;1282.22907966;0
2017-10-08 08:05:00+02;40;1361.75394044;0
2017-10-08 08:06:00+02;25;1307.52450945;0
2017-10-08 08:07:00+02;26;1219.0390976;4.429883283006297
2017-10-08 08:08:00+02;11;1361.75394044;0
2017-10-08 08:10:00+02;41;1347.35410955;0
2017-10-08 08:20:00+02;27;1350.72004716;0
2017-10-08 08:30:00+02;7;1217.80440481;2.925210420325235
2017-10-08 08:40:00+02;13;1517.98329495;0
2017-10-08 08:50:00+03;19;1292.30428794;0
2017-10-08 09:00:00+03;16;1307.28562041;0
2017-10-08 09:01:00+03;26;1229.37443505;0
