0,000000000000000000E+00;1,000000000000000000E+01
2,583724708068348264E+01;2,000000000000000000E+01
3,338142379031228302E+01;2,000000000000000000E+01
3,688007640477326277E+01;2,000000000000000000E+01
3,991830493941984059E+01;2,000000000000000000E+01
4,321162217400774352E+01;2,000000000000000000E+01
4,425631860061898237E+01;2,000000000000000000E+01
4,565430440642710863E+01;2,000000000000000000E+01
4,284254450370463019E+01;2,000000000000000000E+01
4,332231857134729580E+01;2,000000000000000000E+01
4,627954336728362250E+01;2,000000000000000000E+01
5,080080416892633366E+01;2,000000000000000000E+01
5,647321706214256665E+01;2,000000000000000000E+01
5,098556885412222073E+01;2,000000000000000000E+01
5,233461830002261195E+01;2,000000000000000000E+01
5,356584797138862086E+01;2,000000000000000000E+01
5,215384590464782377E+01;3,000000000000000000E+01
5,285382490260099075E+01;3,000000000000000000E+01
5,475909263998482857E+01;3,000000000000000000E+01
5,558614145999285938E+01;3,000000000000000000E+01
5,451978755741788518E+01;3,000000000000000000E+01
5,523682622914816420E+01;3,000000000000000000E+01
5,859179830027369462E+01;2,000000000000000000E+01
6,225854752434702277E+01;2,000000000000000000E+01
6,792004953602372552E+01;2,000000000000000000E+01
6,942269298245105347E+01;2,000000000000000000E+01
7,288361686131247552E+01;2,000000000000000000E+01
7,324321993522585217E+01;2,000000000000000000E+01
6,677136431500412073E+01;2,000000000000000000E+01
6,624651904276424830E+01;3,000000000000000000E+01
6,462218046129214599E+01;3,000000000000000000E+01
6,836186773873646416E+01;2,000000000000000000E+01
6,928307475740939481E+01;3,000000000000000000E+01
7,318629704398085778E+01;2,000000000000000000E+01
6,991812788245556476E+01;3,000000000000000000E+01
7,174701073245728367E+01;3,000000000000000000E+01
7,055475485558781656E+01;3,000000000000000000E+01
6,709763185667225116E+01;5,000000000000000000E+01
7,186661241012848222E+01;5,000000000000000000E+01
7,366013464612751704E+01;5,000000000000000000E+01
