0,000000000000000000E+00;2,750000000000000000E+01
3,640019531549262410E+01;4,000000000000000000E+01
3,915637299912361868E+01;3,000000000000000000E+01
4,110230375877836195E+01;3,000000000000000000E+01
4,443381447224351177E+01;4,000000000000000000E+01
4,267580589877695729E+01;4,000000000000000000E+01
4,219242521202966145E+01;4,000000000000000000E+01
3,501204380136675809E+01;7,000000000000000000E+01
3,979241332534388675E+01;5,000000000000000000E+01
3,791796224442930452E+01;6,000000000000000000E+01
3,918444146381114024E+01;6,000000000000000000E+01
4,478077483166828188E+01;5,500000000000000000E+01
4,467470724334407350E+01;6,000000000000000000E+01
4,481775283920626407E+01;6,000000000000000000E+01
4,736501486952988671E+01;7,000000000000000000E+01
4,767631115893766491E+01;7,000000000000000000E+01
5,158227912104734969E+01;7,000000000000000000E+01
5,252915934962902611E+01;8,000000000000000000E+01
5,567130501133760845E+01;9,000000000000000000E+01
5,610603186685534638E+01;1,000000000000000000E+02
5,530453643506484696E+01;1,000000000000000000E+02
5,953856169760115336E+01;1,100000000000000000E+02
7,252100655426818321E+01;1,300000000000000000E+02
7,949275246999332012E+01;1,300000000000000000E+02
8,338913552130259177E+01;1,300000000000000000E+02
7,529624346380046518E+01;1,200000000000000000E+02
7,335737124351226157E+01;1,300000000000000000E+02
8,080754307857148433E+01;1,200000000000000000E+02
7,138606433646896221E+01;1,200000000000000000E+02
7,863657383742634011E+01;1,200000000000000000E+02
